bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b32,2.22,2,uM,2.22 uM,6 h,6,h,YAPC,BRD-K16189898,3,0.76,271,0.458904,0,"0.33,0.33,0.34",0.176056,0.176056,0.748973,0.822086,3.08,14.2693,1,1,BRD-K16189898,LPROT004_YAPC_6H:BRD-K16189898:2,trt_cp,YAPC,P19|P21|P23,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:P19|LPROT004_YAPC_6H_X1_B32:P21|LPROT004_YAPC_6H_X1_B32:P23,,LPROT,CHIR-99021,1,1,0,1,177,CHIR-99021_2.22 uM_6 h_YAPC,1,CHIR-99021_2.22 uM_6 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-A74914197,3,0.5893,316,0.436357,0.182315,"0.33,0.31,0.36",0.681635,0,0.551661,0.80021,11.44,49.0382,1,1,BRD-A74914197,REP.A024_YAPC_24H:E09,trt_cp,YAPC,E09,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:E09|REP.A024_YAPC_24H_X2_B23:E09|REP.A024_YAPC_24H_X3_B23:E09,,REP,pralatrexate,1,1,0,1,177,pralatrexate_1.11 uM_24 h_YAPC,1,pralatrexate_1.11 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K19085898,3,0.7544,544,0.647785,0,"0.34,0.34,0.32",0,0,0.694845,0.9082,16.07,68.8487,1,1,BRD-K19085898,REP.A006_YAPC_24H:B19,trt_cp,YAPC,B19,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:B19|REP.A006_YAPC_24H_X2_B22:B19|REP.A006_YAPC_24H_X3_B22:B19,,REP,darapladib,1,1,0,1,177,darapladib_10 uM_24 h_YAPC,1,darapladib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K70914287,3,0.5347,234,0.357679,0.0225836,"0.38,0.25,0.37",0.547945,0.270676,0.32333,0.706509,6.99,26.6724,1,1,BRD-K70914287,REP.A022_YAPC_24H:G19,trt_cp,YAPC,G19,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:G19|REP.A022_YAPC_24H_X2_B23:G19|REP.A022_YAPC_24H_X3_B23:G19,,REP,BIBX-1382,1,1,0,1,177,BIBX-1382_10 uM_24 h_YAPC,1,BIBX-1382_10 uM_24 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K82244583,3,0.6266,386,0.497301,0.382538,"0.34,0.32,0.33",0.277778,0,0.6059,0.867638,8.68,35.2857,1,1,BRD-K82244583,REP.A021_YAPC_24H:E15,trt_cp,YAPC,E15,REP.A021_YAPC_24H_X1_B23|REP.A021_YAPC_24H_X2_B23|REP.A021_YAPC_24H_X3_B23,REP.A021_YAPC_24H_X1_B23:E15|REP.A021_YAPC_24H_X2_B23:E15|REP.A021_YAPC_24H_X3_B23:E15,,REP,MEK-162,1,1,0,1,177,MEK-162_1.11 uM_24 h_YAPC,1,MEK-162_1.11 uM_24 h
b24,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K89014967,3,0.6586,628,0.650311,0.113327,"0.35,0.29,0.36",0,0.138889,0.50166,0.699539,13.94,61.3552,1,1,BRD-K89014967,REP.A008_YAPC_24H:P03,trt_cp,YAPC,P03,REP.A008_YAPC_24H_X1_B24|REP.A008_YAPC_24H_X2.L2_B25|REP.A008_YAPC_24H_X3_B24,REP.A008_YAPC_24H_X1_B24:P03|REP.A008_YAPC_24H_X2.L2_B25:P03|REP.A008_YAPC_24H_X3_B24:P03,,REP,AS-703026,1,1,0,1,177,AS-703026_1.11 uM_24 h_YAPC,1,AS-703026_1.11 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K62391742,3,0.5272,335,0.424953,0,"0.36,0.25,0.39",0.276243,0,0.31863,0.730883,16.67,70.6001,1,1,BRD-K62391742,REP.A017_YAPC_24H:G01,trt_cp,YAPC,G01,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:G01|REP.A017_YAPC_24H_X2_B23:G01|REP.A017_YAPC_24H_X3_B23:G01,,REP,GDC-0199,1,1,0,1,177,GDC-0199_10 uM_24 h_YAPC,1,GDC-0199_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K51350053,3,0.5869,340,0.451702,0,"0.33,0.35,0.32",0,0.265957,0.547013,0.591681,11.84,51.2776,1,1,BRD-K51350053,REP.A007_YAPC_24H:G07,trt_cp,YAPC,G07,REP.A007_YAPC_24H_X1_B22|REP.A007_YAPC_24H_X2_B22|REP.A007_YAPC_24H_X3_B22,REP.A007_YAPC_24H_X1_B22:G07|REP.A007_YAPC_24H_X2_B22:G07|REP.A007_YAPC_24H_X3_B22:G07,,REP,toremifene,1,1,0,1,177,toremifene_10 uM_24 h_YAPC,1,toremifene_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A87130939,3,0.6629,548,0.60946,0.963262,"0.31,0.35,0.34",0.802139,1.47059,0.594347,0.629405,10.26,43.5257,1,1,BRD-A87130939,REP.A020_YAPC_24H:G01,trt_cp,YAPC,G01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:G01|REP.A020_YAPC_24H_X2_B23:G01|REP.A020_YAPC_24H_X3_B23:G01,,REP,masoprocol,1,1,0,1,177,masoprocol_10 uM_24 h_YAPC,1,masoprocol_10 uM_24 h
b23,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K56957086,3,0.6559,411,0.525013,0,"0.33,0.34,0.33",0,0,0.636279,0.795521,12.39,53.8903,1,1,BRD-K56957086,REP.A015_YAPC_24H:E18,trt_cp,YAPC,E18,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:E18|REP.A015_YAPC_24H_X2_B23:E18|REP.A015_YAPC_24H_X3_B23:E18,,REP,dacinostat,1,1,0,1,177,dacinostat_0.04 uM_24 h_YAPC,1,dacinostat_0.04 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K42098891,3,0.4652,276,0.362331,0.650808,"0.33,0.33,0.34",0.540907,0.537646,0.457192,0.802944,14.18,62.1303,1,1,BRD-K42098891,REP.A013_YAPC_24H:L01,trt_cp,YAPC,L01,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:L01|REP.A013_YAPC_24H_X2_B22:L01|REP.A013_YAPC_24H_X3_B22:L01,,REP,protriptyline,1,1,0,1,177,protriptyline_10 uM_24 h_YAPC,1,protriptyline_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K43002771,3,0.741,490,0.609309,0,"0.34,0.34,0.33",0,0,0.713894,0.858865,14.18,62.1303,1,1,BRD-K43002771,REP.A013_YAPC_24H:M07,trt_cp,YAPC,M07,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:M07|REP.A013_YAPC_24H_X2_B22:M07|REP.A013_YAPC_24H_X3_B22:M07,,REP,SR-33805,1,1,0,1,177,SR-33805_10 uM_24 h_YAPC,1,SR-33805_10 uM_24 h
b23,1.11,1.11111,uM,1.11 uM,24 h,24,h,YAPC,BRD-K79404599,3,0.4644,608,0.537314,0.250684,"0.36,0.38,0.26",0.140449,0,0.301153,0.599866,11.44,49.0382,1,1,BRD-K79404599,REP.A024_YAPC_24H:P03,trt_cp,YAPC,P03,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:P03|REP.A024_YAPC_24H_X2_B23:P03|REP.A024_YAPC_24H_X3_B23:P03,,REP,enzastaurin,1,1,0,1,177,enzastaurin_1.11 uM_24 h_YAPC,1,enzastaurin_1.11 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K86307448,3,0.3928,354,0.377066,4.68047,"0.32,0.28,0.40",7.73687,12.3566,0.338985,0.464025,8.68,35.2857,0,1,BRD-K86307448,REP.A021_YAPC_24H:O07,trt_cp,YAPC,O07,REP.A021_YAPC_24H_X1_B23|REP.A021_YAPC_24H_X2_B23|REP.A021_YAPC_24H_X3_B23,REP.A021_YAPC_24H_X1_B23:O07|REP.A021_YAPC_24H_X2_B23:O07|REP.A021_YAPC_24H_X3_B23:O07,,REP,allopurinol,1,1,0,1,177,allopurinol_10 uM_24 h_YAPC,1,allopurinol_10 uM_24 h
b23,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-A97701745,3,0.4436,241,0.330624,1.86194,"0.31,0.33,0.36",2.31203,0.955591,0.411322,0.625467,10.71,45.5067,1,1,BRD-A97701745,REP.A025_YAPC_24H:A08,trt_cp,YAPC,A08,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:A08|REP.A025_YAPC_24H_X2_B23:A08|REP.A025_YAPC_24H_X3_B23:A08,,REP,pindolol,1,1,0,1,177,pindolol_3.33 uM_24 h_YAPC,1,pindolol_3.33 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K77987382,3,0.6545,503,0.580189,0,"0.32,0.35,0.33",0.407609,0,0.603718,0.699182,12.39,53.8903,1,1,BRD-K77987382,REP.A015_YAPC_24H:I01,trt_cp,YAPC,I01,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:I01|REP.A015_YAPC_24H_X2_B23:I01|REP.A015_YAPC_24H_X3_B23:I01,,REP,mebendazole,1,1,0,1,177,mebendazole_10 uM_24 h_YAPC,1,mebendazole_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K69001009,3,0.615,387,0.493314,0,"0.29,0.37,0.34",0,0,0.509726,0.792408,9.19,37.9558,1,1,BRD-K69001009,REP.A023_YAPC_24H:F13,trt_cp,YAPC,F13,REP.A023_YAPC_24H_X1_B23|REP.A023_YAPC_24H_X2_B23|REP.A023_YAPC_24H_X3_B23,REP.A023_YAPC_24H_X1_B23:F13|REP.A023_YAPC_24H_X2_B23:F13|REP.A023_YAPC_24H_X3_B23:F13,,REP,golvatinib,1,1,0,1,177,golvatinib_10 uM_24 h_YAPC,1,golvatinib_10 uM_24 h
b22,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K40758068,3,0.3904,235,0.306281,2.40126,"0.30,0.36,0.34",6.43577,1.21731,0.320398,0.611942,14.18,62.1303,1,1,BRD-K40758068,REP.A013_YAPC_24H:G24,trt_cp,YAPC,G24,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:G24|REP.A013_YAPC_24H_X2_B22:G24|REP.A013_YAPC_24H_X3_B22:G24,,REP,efavirenz,1,1,0,1,177,efavirenz_0.04 uM_24 h_YAPC,1,efavirenz_0.04 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K18961567,3,0.6151,467,0.541953,0,"0.34,0.31,0.35",0.138504,0.412477,0.528633,0.668373,16.07,68.8487,1,1,BRD-K18961567,REP.A006_YAPC_24H:B13,trt_cp,YAPC,B13,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:B13|REP.A006_YAPC_24H_X2_B22:B13|REP.A006_YAPC_24H_X3_B22:B13,,REP,LY-2801653,1,1,0,1,177,LY-2801653_10 uM_24 h_YAPC,1,LY-2801653_10 uM_24 h
b22,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K51040301,3,0.5458,343,0.437516,0.383921,"0.35,0.30,0.35",1.73387,2.29651,0.441956,0.615658,11.84,51.2776,1,1,BRD-K51040301,REP.A007_YAPC_24H:O24,trt_cp,YAPC,O24,REP.A007_YAPC_24H_X1_B22|REP.A007_YAPC_24H_X2_B22|REP.A007_YAPC_24H_X3_B22,REP.A007_YAPC_24H_X1_B22:O24|REP.A007_YAPC_24H_X2_B22:O24|REP.A007_YAPC_24H_X3_B22:O24,,REP,cobicistat,1,1,0,1,177,cobicistat_0.04 uM_24 h_YAPC,1,cobicistat_0.04 uM_24 h
b23,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K59317601,3,0.4847,287,0.377145,0.112108,"0.34,0.35,0.31",0,0.13587,0.422192,0.752969,12.39,53.8903,1,1,BRD-K59317601,REP.A015_YAPC_24H:L06,trt_cp,YAPC,L06,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:L06|REP.A015_YAPC_24H_X2_B23:L06|REP.A015_YAPC_24H_X3_B23:L06,,REP,MLN-0128,1,1,0,1,177,MLN-0128_0.04 uM_24 h_YAPC,1,MLN-0128_0.04 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K24576554,3,0.7466,581,0.665982,0,"0.31,0.34,0.34",0,0,0.646173,0.84787,16.07,68.8487,1,1,BRD-K24576554,REP.A006_YAPC_24H:P19,trt_cp,YAPC,P19,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:P19|REP.A006_YAPC_24H_X2_B22:P19|REP.A006_YAPC_24H_X3_B22:P19,,REP,AT-9283,1,1,0,1,177,AT-9283_10 uM_24 h_YAPC,1,AT-9283_10 uM_24 h
b23,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K59436580,3,0.3884,288,0.338194,2.53363,"0.35,0.27,0.38",7.65877,6.45617,0.273529,0.550551,12.39,53.8903,0,1,BRD-K59436580,REP.A015_YAPC_24H:L24,trt_cp,YAPC,L24,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:L24|REP.A015_YAPC_24H_X2_B23:L24|REP.A015_YAPC_24H_X3_B23:L24,,REP,tedizolid,1,1,0,1,177,tedizolid_0.04 uM_24 h_YAPC,1,tedizolid_0.04 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K44844162,3,0.657,485,0.5708,0,"0.34,0.33,0.33",0,0,0.648811,0.797462,24.71,87.1662,1,1,BRD-K44844162,REP.A019_YAPC_24H:A07,trt_cp,YAPC,A07,REP.A019_YAPC_24H_X1_B24|REP.A019_YAPC_24H_X2_B23|REP.A019_YAPC_24H_X3_B23,REP.A019_YAPC_24H_X1_B24:A07|REP.A019_YAPC_24H_X2_B23:A07|REP.A019_YAPC_24H_X3_B23:A07,,REP,taselisib,1,1,0,1,177,taselisib_10 uM_24 h_YAPC,1,taselisib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K81332461,3,0.5025,289,0.385343,0.112511,"0.31,0.32,0.37",1.88172,0.134409,0.475553,0.693068,8.68,35.2857,1,1,BRD-K81332461,REP.A021_YAPC_24H:D01,trt_cp,YAPC,D01,REP.A021_YAPC_24H_X1_B23|REP.A021_YAPC_24H_X2_B23|REP.A021_YAPC_24H_X3_B23,REP.A021_YAPC_24H_X1_B23:D01|REP.A021_YAPC_24H_X2_B23:D01|REP.A021_YAPC_24H_X3_B23:D01,,REP,maxacalcitol,1,1,0,1,177,maxacalcitol_10 uM_24 h_YAPC,1,maxacalcitol_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K02943813,3,0.4819,282,0.372764,0.182149,"0.35,0.32,0.33",0.418994,0,0.464169,0.681892,10.81,45.9661,1,1,BRD-K02943813,REP.A012_YAPC_24H:M01,trt_cp,YAPC,M01,REP.A012_YAPC_24H_X1_B24|REP.A012_YAPC_24H_X2_B22|REP.A012_YAPC_24H_X3_B22,REP.A012_YAPC_24H_X1_B24:M01|REP.A012_YAPC_24H_X2_B22:M01|REP.A012_YAPC_24H_X3_B22:M01,,REP,dasabuvir,1,1,0,1,177,dasabuvir_10 uM_24 h_YAPC,1,dasabuvir_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K70464547,3,0.5428,304,0.410759,0.044964,"0.32,0.34,0.33",0.13369,0,0.51246,0.807986,9.19,37.9558,1,1,BRD-K70464547,REP.A023_YAPC_24H:I01,trt_cp,YAPC,I01,REP.A023_YAPC_24H_X1_B23|REP.A023_YAPC_24H_X2_B23|REP.A023_YAPC_24H_X3_B23,REP.A023_YAPC_24H_X1_B23:I01|REP.A023_YAPC_24H_X2_B23:I01|REP.A023_YAPC_24H_X3_B23:I01,,REP,sertraline,1,1,0,1,177,sertraline_10 uM_24 h_YAPC,1,sertraline_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A84174393,3,0.5114,286,0.386718,0.963262,"0.35,0.34,0.31",2.02703,0.268825,0.457808,0.612033,10.26,43.5257,1,1,BRD-A84174393,REP.A020_YAPC_24H:C01,trt_cp,YAPC,C01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:C01|REP.A020_YAPC_24H_X2_B23:C01|REP.A020_YAPC_24H_X3_B23:C01,,REP,meloxicam,1,1,0,1,177,meloxicam_10 uM_24 h_YAPC,1,meloxicam_10 uM_24 h
